latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,type,species,sumAtRisk,sumCases,sumDeaths
12.9149,7.5431,Africa,Nigeria,Katsina,Dandume,Exact,01-11-2016,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,900,94,94
31.889818,34.841674,Asia,Israel,Central District,SITRIYYA,Exact,01-10-2016,02-28-2016,Confirmed,Newcastle Disease,Domestic, Chicken,5000,0,0
10.1332,9.1579,Africa,Nigeria,Bauchi,Toro,Exact,01-10-2016,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2411,1500,1500
9.7752,8.8652,Africa,Nigeria,Plateau,Bukuru,Exact,01-10-2016,01-13-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3200,320,320
5.1422,6.3178,Africa,Nigeria,Bayelsa,Yenegoa,Exact,01-09-2016,01-13-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3000,850,850
11.9323,8.2902,Africa,Nigeria,Kano,Kumbotso,Exact,01-09-2016,01-13-2016,Confirmed,Influenza - Avian,Domestic, Chicken,7824,66,66
10.0021,8.845,Africa,Nigeria,Plateau,Jos,Exact,01-09-2016,01-13-2016,Confirmed,Influenza - Avian,Domestic, Chicken,7000,3000,3000
9.8095,8.888,Africa,Nigeria,Plateau,Angle D,Exact,01-09-2016,01-13-2016,Confirmed,Influenza - Avian,Domestic, Chicken,391,11,11
56.09982,-3.44544,Europe,U.K. of Great Britain and Northern Ireland,Scotland,Townhill,Exact,01-08-2016,01-13-2016,Confirmed,Influenza - Avian,Domestic, Chicken,40000,0,0
8.7376,7.2557,Africa,Nigeria,Abuja,Kuje,Exact,01-08-2016,01-13-2016,Confirmed,Influenza - Avian,Domestic, Chicken,180000,18000,18000
11.6277,8.6373,Africa,Nigeria,Kano,Tofa,Exact,01-08-2016,01-13-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2918,66,66
33.032723,35.321941,Asia,Israel,Northern,ELQOSH,Unknown,01-07-2016,01-18-2017,Confirmed,Newcastle Disease,Domestic, Chicken,2456,0,0
6.8595,7.5283,Africa,Nigeria,Enugu,Udi,Exact,01-07-2016,01-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2000,500,500
11.5649,8.3197,Africa,Nigeria,Kano,Kumbotso,Exact,01-06-2016,01-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,5635,83,83
8.652314,7.2632,Africa,Nigeria,Abuja,Kuje,Centroid Admin2,01-06-2016,01-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,80000,20000,20000
23.6384,120.293,Asia,Taiwan (Province of China),Taiwan Sheng,Yuanchang Township,Exact,01-05-2016,01-15-2016,Confirmed,Influenza - Avian,Domestic, Chicken,18000,5228,5228
9.7945,8.9078,Africa,Nigeria,Plateau,Bukuru,Exact,01-05-2016,01-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1000,76,76
11.2478,8.3868,Africa,Nigeria,Kano,T/Wada,Exact,01-05-2016,01-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2500,300,300
43.301682,1.164933,Europe,France,Midi-Pyrenees,LAFFITTE VIGORDANE,Exact,01-04-2016,01-12-2016,Confirmed,Influenza - Avian,Domestic, Chicken,17000,480,480
6.7006,5.3698,Africa,Nigeria,Edo,Okah,Exact,01-04-2016,01-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4200,420,420
11.9023,8.4639,Africa,Nigeria,Kano,Kano,Exact,01-04-2016,01-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,6900,171,171
11.7411,8.7071,Africa,Nigeria,Kano,Tofa,Exact,01-04-2016,01-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2000,46,46
8.6553,6.9331,Africa,Nigeria,Abuja,Gwagwalada,Exact,01-04-2016,01-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1125,112,112
11.6397,8.1674,Africa,Nigeria,Kano,Kumbotso,Exact,01-03-2016,01-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,530,30,30
5.316667,-4.033333,Africa,CÃƒÂ´te d'Ivoire,District autonome de Abidjan,Youpougon (Azito),Exact,01-02-2016,02-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1573,1022,1022
9.030175,7.58305,Africa,Nigeria,Nassarawa,Karu,Exact,01-02-2016,01-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,10500,1635,1635
33.011818,35.440697,Asia,Israel,Northern,KEFAR HOSHEN,Exact,01-01-2016,01-24-2016,Confirmed,Newcastle Disease,Domestic, Chicken,2700,0,0
23.7991,120.359,Asia,Taiwan (Province of China),Taiwan Sheng,Erlun Township,Exact,01-01-2016,01-15-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3110,2669,2669
22.8921,120.227,Asia,Taiwan (Province of China),Taiwan Sheng,Hunei District,Exact,12-28-2015,01-15-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3600,60,60
5.426107,-4.014872,Africa,CÃƒÂ´te d'Ivoire,District autonome de Abidjan,Grand marchÃƒÂ© dÃ¢â‚¬â„¢Abobo,Exact,12-24-2015,01-26-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2000,3,3
22.6336,120.364,Asia,Taiwan (Province of China),Taiwan Sheng,Fengshan Dist,Exact,12-24-2015,01-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,311,11,11
23.8594,120.284,Asia,Taiwan (Province of China),Taiwan Sheng,Dacheng Township,Exact,12-21-2015,01-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,14275,3900,3900
33.082342,35.283452,Asia,Israel,Northern,Shomera,Exact,12-20-2015,01-24-2016,Confirmed,Newcastle Disease,Domestic, Chicken,3750,0,0
32.954985,35.456587,Asia,Israel,Northern,KEFAR SHAMMAY,Exact,12-20-2015,01-24-2016,Confirmed,Newcastle Disease,Domestic, Chicken,4100,0,0
45.293999,0.405341,Europe,France,Aquitaine,CELLES,Exact,12-20-2015,01-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,200,6,6
6.321333,7.50868,Africa,Nigeria,Enugu,Nkanu West,Centroid Admin2,12-18-2015,01-05-2016,Confirmed,Influenza - Avian,Domestic, Chicken,120000,25000,25000
25.0302,121.49,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,12-15-2015,01-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,36,2,2
32.770302,35.044118,Asia,Israel,Haifa,NESHER,Exact,12-13-2015,01-24-2016,Confirmed,Newcastle Disease,Domestic, Chicken,40,30,20
6.459487,3.330435,Africa,Nigeria,Lagos,Ojo,Exact,12-12-2015,12-15-2015,Confirmed,Influenza - Avian,Domestic, Chicken,1800,1500,1500
10.804954,7.706704,Africa,Nigeria,Kaduna,Igabi,Exact,12-12-2015,12-15-2015,Confirmed,Influenza - Avian,Domestic, Chicken,7500,1500,1500
23.856,120.407,Asia,Taiwan (Province of China),Taiwan Sheng,Zhutang Township,Exact,12-07-2015,01-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,19397,587,587
22.7272,120.531,Asia,Taiwan (Province of China),Taiwan Sheng,Yanpu Township,Exact,12-07-2015,01-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1648,273,273
5.61873,-0.08008,Africa,Ghana,Greater Accra,Community 18,Exact,12-04-2015,12-25-2015,Confirmed,Influenza - Avian,Domestic, Chicken,1020,107,107
33.082342,35.283452,Asia,Israel,Northern,Shomera,Exact,12-03-2015,12-15-2015,Confirmed,Newcastle Disease,Domestic, Chicken,2200,0,0
5.71633,0.00175,Africa,Ghana,Greater Accra,Saki,Exact,12-02-2015,12-25-2015,Confirmed,Influenza - Avian,Domestic, Chicken,17461,520,520
5.59011,-0.18666,Africa,Ghana,Greater Accra,37 Military Hospital Residence,Exact,11-30-2015,12-25-2015,Confirmed,Influenza - Avian,Domestic, Chicken,40,7,7
5.59011,-0.18666,Africa,Ghana,Greater Accra,37 Military Hospital Residence,Exact,11-30-2015,12-25-2015,Confirmed,Influenza - Avian,Domestic, Chicken,40,7,7
33.037909,35.468598,Asia,Israel,Northern,KEREM BEN ZIMRA,Exact,11-30-2015,12-15-2015,Confirmed,Newcastle Disease,Domestic, Chicken,2200,0,0
5.349512,-4.001496,Africa,CÃƒÂ´te d'Ivoire,District autonome de Abidjan,Cocody CitÃƒÂ© CIE,Exact,11-29-2015,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,160,85,85
5.64766,-0.26143,Africa,Ghana,Greater Accra,Ofankor,Exact,11-27-2015,12-25-2015,Confirmed,Influenza - Avian,Domestic, Chicken,8801,0,0
33.050647,35.406542,Asia,Israel,Northern,Dovev,Exact,11-27-2015,12-15-2015,Confirmed,Newcastle Disease,Domestic, Chicken,18000,400,200
33.050647,35.406542,Asia,Israel,Northern,Dovev,Exact,11-25-2015,12-15-2015,Confirmed,Newcastle Disease,Domestic, Chicken,12000,250,120
22.6759,120.55536,Asia,Taiwan (Province of China),Taiwan Sheng,Changzhi Township,Exact,11-23-2015,12-08-2015,Confirmed,Influenza - Avian,Domestic, Chicken,21000,10440,10440
24.0122,121.60667,Asia,Taiwan (Province of China),Taiwan Sheng,Hualien City,Exact,11-17-2015,12-08-2015,Confirmed,Influenza - Avian,Domestic, Chicken,59,4,4
5.655489,0.017753,Africa,Ghana,Greater Accra,Tema Metropolitan area,Exact,11-17-2015,11-29-2015,Confirmed,Influenza - Avian,Domestic, Chicken,600,17,17
6.4644,2.9058,Africa,Nigeria,Lagos,Ojo,Exact,11-17-2015,11-24-2015,Confirmed,Influenza - Avian,Domestic, Chicken,2000,140,140
22.668,120.56178,Asia,Taiwan (Province of China),Taiwan Sheng,Changzhi Township,Exact,11-16-2015,12-08-2015,Confirmed,Influenza - Avian,Domestic, Chicken,2019,138,138
45.288611,0.639444,Europe,France,Aquitaine,Biras,Exact,11-14-2015,11-24-2015,Confirmed,Influenza - Avian,Domestic, Chicken,32,22,22
4.9269,6.2462,Africa,Nigeria,Bayelsa,Yenagoa,Exact,11-11-2015,11-16-2015,Confirmed,Influenza - Avian,Domestic, Chicken,22800,1800,1800
11.9217,8.3868,Africa,Nigeria,Kano,Dala,Exact,11-11-2015,11-16-2015,Confirmed,Influenza - Avian,Domestic, Chicken,136,136,136
5.8455,6.6586,Africa,Nigeria,Delta,Onitsha,Exact,11-04-2015,11-16-2015,Confirmed,Influenza - Avian,Domestic, Chicken,4000,1000,1000
5.1405,6.5571,Africa,Nigeria,Rivers,Obio,Exact,11-04-2015,11-16-2015,Confirmed,Influenza - Avian,Domestic, Chicken,4700,189,189
22.736,121.135,Asia,Taiwan (Province of China),Taiwan Sheng,Taitung City,Exact,10-20-2015,10-30-2015,Confirmed,Influenza - Avian,Domestic, Chicken,750,6,0
33.056217,35.235249,Asia,Israel,Northern,GOREN,Exact,10-18-2015,11-15-2015,Confirmed,Newcastle Disease,Domestic, Chicken,85000,2500,1000
5.1912,6.6462,Africa,Nigeria,Rivers,Eneka,Exact,10-17-2015,10-27-2015,Confirmed,Influenza - Avian,Domestic, Chicken,3500,1000,1000
33.056217,35.235249,Asia,Israel,Northern,GOREN,Exact,10-16-2015,11-15-2015,Confirmed,Newcastle Disease,Domestic, Chicken,50000,3000,1200
33.047202,35.179578,Asia,Israel,Northern,AVDON,Exact,10-15-2015,11-15-2015,Confirmed,Newcastle Disease,Domestic, Chicken,90000,1500,700
5.0801,6.5452,Africa,Nigeria,Rivers,Obio/Akpor,Exact,10-15-2015,10-19-2015,Confirmed,Influenza - Avian,Domestic, Chicken,257,60,60
5.1477,6.5691,Africa,Nigeria,Rivers,Obio/Akpor,Exact,10-15-2015,10-19-2015,Confirmed,Influenza - Avian,Domestic, Chicken,2900,250,250
23.8631,120.299,Asia,Taiwan (Province of China),Taiwan Sheng,Dacheng Township,Exact,10-14-2015,10-30-2015,Confirmed,Influenza - Avian,Domestic, Chicken,22000,1940,1940
33.052265,35.499688,Asia,Israel,Northern,ALMA,Exact,10-13-2015,11-15-2015,Confirmed,Newcastle Disease,Domestic, Chicken,10000,500,100
33.020118,35.10681,Asia,Israel,Northern,SAÃ¢â‚¬â„¢AR,Exact,10-13-2015,11-15-2015,Confirmed,Newcastle Disease,Domestic, Chicken,32000,0,0
5.1912,6.6076,Africa,Nigeria,Rivers,Obio/Akpor,Exact,10-13-2015,10-19-2015,Confirmed,Influenza - Avian,Domestic, Chicken,3000,200,200
23.848333,120.308889,Asia,Taiwan (Province of China),Taiwan Sheng,Dacheng,Exact,10-11-2015,10-18-2015,Confirmed,Influenza - Avian,Domestic, Chicken,20554,495,495
4.854844,6.995852,Africa,Nigeria,Rivers,Obio/Akpor,Centroid Admin2,10-11-2015,10-14-2015,Confirmed,Influenza - Avian,Domestic, Chicken,2500,50,50
4.854844,6.995852,Africa,Nigeria,Rivers,Obio/Akpor,Centroid Admin2,10-09-2015,10-14-2015,Confirmed,Influenza - Avian,Domestic, Chicken,1000,150,150
4.91285,-1.88394,Africa,Ghana,Western,Kejebri,Exact,10-09-2015,10-10-2015,Confirmed,Influenza - Avian,Domestic, Chicken,4731,1658,1658
5.2416,6.5907,Africa,Nigeria,Rivers,Obio/Akpor,Exact,10-01-2015,10-06-2015,Confirmed,Influenza - Avian,Domestic, Chicken,1120,500,500
5.0944,6.632,Africa,Nigeria,Rivers,Obio/Akpor,Exact,09-30-2015,10-06-2015,Confirmed,Influenza - Avian,Domestic, Chicken,3100,550,550
5.0317,6.7092,Africa,Nigeria,Rivers,Obio,Exact,09-30-2015,10-06-2015,Confirmed,Influenza - Avian,Domestic, Chicken,600,100,100
22.3587,103.6442,Asia,Viet Nam,Lai Chau,"Binh Lu, Binh Lu",Exact,09-29-2015,09-30-2015,Confirmed,Influenza - Avian,Domestic, Chicken,1005,801,801
5.1574,6.5835,Africa,Nigeria,Rivers,Obio/Akpor,Exact,09-28-2015,10-06-2015,Confirmed,Influenza - Avian,Domestic, Chicken,3818,572,572
5.114,6.9785,Africa,Nigeria,Rivers,Port Harcourt,Exact,09-27-2015,10-06-2015,Confirmed,Influenza - Avian,Domestic, Chicken,600,100,100
